TPC-C Sharding: Initialized policy with 1 warehouses across 1 shards (version 1788945142)
D [<unknown>:0] 2026-09-09 09:12:22.728 | Server: generated instance_id=2289131469901568403
D [<unknown>:0] 2026-09-09 09:12:36.891 | [PollThread::shutdown] Acquiring join_handle lock...
D [<unknown>:0] 2026-09-09 09:12:36.891 | [PollThread::shutdown] join_handle lock acquired
D [<unknown>:0] 2026-09-09 09:12:36.891 | [PollThread::shutdown] Calling thread.join()...
D [<unknown>:0] 2026-09-09 09:12:36.891 | [poll_loop] Exited while loop (stop_=true), starting cleanup
D [<unknown>:0] 2026-09-09 09:12:36.891 | [poll_loop] Cleanup complete, poll_loop exiting
D [<unknown>:0] 2026-09-09 09:12:36.891 | [Reactor::~Reactor] Starting destruction, all_events_.len()=0, fibers_.size()=0
D [<unknown>:0] 2026-09-09 09:12:36.891 | [Reactor::~Reactor] Destructor body complete, about to destroy member variables
D [<unknown>:0] 2026-09-09 09:12:36.891 | [PollThread::shutdown] thread.join() completed!
D [<unknown>:0] 2026-09-09 09:12:36.891 | [PollThread::shutdown] Released join_handle lock
D [<unknown>:0] 2026-09-09 09:12:36.891 | [PollThread::shutdown] Complete
D [<unknown>:0] 2026-09-09 09:12:36.891 | [PollThread::~PollThread] Destructor called from TID=2435188
D [<unknown>:0] 2026-09-09 09:12:36.891 | [PollThread::shutdown] Called from TID=2435188
D [<unknown>:0] 2026-09-09 09:12:36.891 | [PollThread::shutdown] Already called, returning
D [<unknown>:0] 2026-09-09 09:12:36.891 | [PollThread::~PollThread] Destructor complete

TPCC_BENCH_RESULT {"schema_version":1,"engine":"rust","threads":1,"warehouses":1,"configured_seconds":10,"measured_seconds":10.085985000000001,"commits":584045,"aborts":0,"attempts":584045,"throughput_txn_s":57906.590184300287,"mix":{"NewOrder":263385,"Payment":250734,"Delivery":23558,"OrderStatus":23305,"StockLevel":23063}}
