TPC-C Sharding: Initialized policy with 1 warehouses across 1 shards (version 1788944054)
D [<unknown>:0] 2026-09-09 08:54:14.848 | Server: generated instance_id=5511919450023116598
D [<unknown>:0] 2026-09-09 08:54:28.955 | [PollThread::shutdown] Called from TID=2425455
D [<unknown>:0] 2026-09-09 08:54:28.955 | [PollThread::shutdown] Sending CmdShutdown
D [<unknown>:0] 2026-09-09 08:54:28.955 | [PollThread::shutdown] CmdShutdown sent
D [<unknown>:0] 2026-09-09 08:54:28.955 | [PollThread::shutdown] Acquiring join_handle lock...
D [<unknown>:0] 2026-09-09 08:54:28.955 | [PollThread::shutdown] join_handle lock acquired
D [<unknown>:0] 2026-09-09 08:54:28.955 | [PollThread::shutdown] Calling thread.join()...
D [<unknown>:0] 2026-09-09 08:54:28.955 | [poll_loop] Exited while loop (stop_=true), starting cleanup
D [<unknown>:0] 2026-09-09 08:54:28.955 | [poll_loop] Cleanup complete, poll_loop exiting
D [<unknown>:0] 2026-09-09 08:54:28.955 | [Reactor::~Reactor] Starting destruction, all_events_.len()=0, fibers_.size()=0
D [<unknown>:0] 2026-09-09 08:54:28.955 | [Reactor::~Reactor] Destructor body complete, about to destroy member variables
D [<unknown>:0] 2026-09-09 08:54:28.955 | [PollThread::shutdown] thread.join() completed!
D [<unknown>:0] 2026-09-09 08:54:28.955 | [PollThread::shutdown] Released join_handle lock
D [<unknown>:0] 2026-09-09 08:54:28.955 | [PollThread::shutdown] Complete
D [<unknown>:0] 2026-09-09 08:54:28.955 | [PollThread::~PollThread] Destructor called from TID=2425455
D [<unknown>:0] 2026-09-09 08:54:28.955 | [PollThread::shutdown] Called from TID=2425455
D [<unknown>:0] 2026-09-09 08:54:28.955 | [PollThread::shutdown] Already called, returning
D [<unknown>:0] 2026-09-09 08:54:28.955 | [PollThread::~PollThread] Destructor complete

TPCC_BENCH_RESULT {"schema_version":1,"engine":"rust","threads":1,"warehouses":1,"configured_seconds":10,"measured_seconds":10.093488000000001,"commits":586647,"aborts":0,"attempts":586647,"throughput_txn_s":58121.335260912776,"mix":{"NewOrder":264531,"Payment":251863,"Delivery":23652,"OrderStatus":23428,"StockLevel":23173}}
